estado_accion,estado_velocidad,frase,accion,velocidad
prendida,rapido,con calma de inmediato,null,lenta
prendida,detenida,POR FAVOR PA ATRAS YA,atras,null
prendida,detenida,silla adelante modo normal,adelante,normal
adelante,rapido,normal ahora??,adelante,normal
prendida,detenida,oye sigue hacia atras lento,atras,lenta
prendida,detenida,Hey Apagate Ahora,apagar,detenida
prendida,normal,aumenta la velocidad ahorita por favor,null,rapido
adelante,normal,A VELOCIDAD NORMAL!!,adelante,normal
adelante + izquierda,normal,hey gira a la derecha por favor,adelante,normal
adelante,normal,HEY DOBLA A LA IZQUIERDA!!,adelante + izquierda,normal
adelante + derecha,normal,ve hacia adelante?,adelante,normal
prendida,detenida,hey subele la velocidad en este momento,null,rapido
adelante,rapido,hey mueve a la derecha?,adelante + derecha,rapido
adelante + izquierda,detenida,hey vamos adelante??,adelante,detenida
prendida,lenta,pa atras!,atras,null
adelante + izquierda,lenta,VOLTEA A LA DERECHA,adelante,lenta
prendida,detenida,Muevete Al Frente Despacio,adelante,lenta
prendida,detenida,pa' atras suavecito ahora,atras,lenta
prendida,detenida,arrancate de reversa con mas velocidad ahorita,atras,rapido
adelante + izquierda,normal,SILLA DOBLA A LA DERECHA POR FAVOR,adelante,normal
prendida,detenida,Adelante,adelante,null
prendida,detenida,por favor echale para adelante,adelante,normal
prendida,detenida,hey apaga de inmediato!!,apagar,detenida
atras,normal,hey ve despacio de inmediato,atras,lenta
prendida,detenida,adelante,adelante,null
derecha,detenida,por favor baja la velocidad,derecha,lenta
prendida,detenida,vE hacia AdelanTe,adelante,null
prendida,detenida,por favor desactivate ahora de inmediato,apagar,detenida
atras,rapido,por favor con calma ahora,atras,lenta
adelante,detenida,Oye desacelera eN este momeNto,adelante,lenta
prendida,lenta,POR FAVOR ADELANTE,adelante,null
apagado,detenida,inicia en corto,prender,detenida
adelante,rapido,hey subele la velocidad en este momento ahora,adelante,rapido
prendida,detenida,ve hacia atras velocidad normal ahora,atras,normal
prendida,normal,silla incrementa la velocidad,null,rapido
prendida,detenida,oye dale para adelante!,adelante,normal
prendida,detenida,para enfrente normal,adelante,normal
prendida,detenida,paRa aDeLantE norMal,adelante,normal
adelante + izquierda,rapido,PoR favOR a la derecha,adelante,rapido
prendida,detenida,sigue hacia atras normal,atras,normal
prendida,detenida,oye para enfrente modo normal,adelante,normal
adelante,rapido,hey gira a la derecha...,adelante + derecha,rapido
prendida,detenida,silla hiberna,apagar,detenida
prendida,detenida,poR fAvor DEsactivate ahora,apagar,detenida
adelante + izquierda,lenta,oye a la DereCha,adelante,lenta
adelante,normal,derecha!,adelante + derecha,normal
adelante + izquierda,normal,silla pa enfrente,adelante,normal
adelante,lenta,reduce la velocidad ahora!,adelante,lenta
prendida,detenida,por favor apaga ya ahorita!,apagar,detenida
prendida,detenida,arrancate para enfrente??,adelante,normal
prendida,detenida,A LA IZQUIERDA.,izquierda,null
prendida,detenida,arrancate derecho suavecito ya,adelante,lenta
prendida,detenida,Retrocede Mete Velocidad!!,atras,rapido
prendida,rapido,silla desacelera de una de inmediato,null,lenta
prendida,detenida,oye hazte para atras con cuidado,atras,lenta
prendida,detenida,da reversa ya,atras,null
prendida,detenida,hey echale al frente mete velocidad,adelante,rapido
adelante,lenta,hey disminuye la velocidad por favor,adelante,normal
prendida,detenida,arrancate de reversa ya,atras,normal
prendida,normal,avanza un poco ahorita,adelante,null
adelante,detenida,Manten Velocidad Normal En Friega Ya,adelante,normal
prendida,lenta,SUBE LA VELOCIDAD,null,rapido
adelante,detenida,VELOCIDAD NORMAL EN ESTE MOMENTO,adelante,normal
prendida,detenida,oye aumenta la velocidad de inmediato,null,rapido
prendida,detenida,por favor ve hacia atras,atras,null
prendida,detenida,poR favor avanZa un poco,adelante,null
adelante,rapido,SUAVECITO YA.,adelante,lenta
prendida,detenida,oye adelante,adelante,null
atras,rapido,oye subele la velocidad en friega ahorita,atras,rapido
adelante + izquierda,normal,avanza!!,adelante,normal
adelante,lenta,acelera mas??,adelante,rapido
prendida,detenida,hey arrancate hacia atras con cuidado,atras,lenta
prendida,normal,Hazte Para Atras,atras,null
prendida,detenida,hey muevete de frente normal de inmediato.,adelante,normal
adelante,normal,VOLTEA A LA DERECHA,adelante + derecha,normal
prendida,detenida,Por Favor Desconectate De Inmediato,apagar,detenida
prendida,detenida,silla ve a la izquierda apurate,izquierda,rapido
prendida,detenida,hey apaguete por favor.,apagar,detenida
prendida,detenida,hazte para atras a velocidad normal ahorita.,atras,normal
prendida,normal,oye manten velocidad normal ahorita ya,null,normal
prendida,detenida,hey retrocede suavecito!!,atras,lenta
adelante,detenida,mas despacio.,adelante,lenta
adelante + derecha,lenta,oye avanza un poco,adelante,lenta
adelante + derecha,rapido,silla vamos adelante ya,adelante,rapido
atras,detenida,hey modo normal ahorita por favor??,atras,normal
atras,normal,mete mas velocidad ya ahorita,atras,rapido
adelante,normal,oye a la derecha ya.,adelante + derecha,normal
adelante + izquierda,rapido,mueve a la derecha por favor,adelante,rapido
adelante,detenida,OYE GIRA DERECHA,adelante + derecha,detenida
prendida,detenida,POR FAVOR PA ENFRENTE,adelante,null
prendida,rapido,oye muevete atras,atras,null
prendida,detenida,oye gira derecha de inmediato,derecha,null
prendida,detenida,silla apaga en corto ahorita,apagar,detenida
adelante + derecha,normal,Pa Enfrente De Inmediato!!,adelante,normal
adelante,normal,OYE DERECHA POR FAVOR,adelante + derecha,normal
adelante,rapido,rapido de inmediato,adelante,rapido
adelante,rapido,hey con calma de una ya,adelante,lenta
adelante + derecha,lenta,Por Favor Sigue Adelante,adelante,lenta
apagado,detenida,silla arranca ahorita ya!,prender,detenida
adelante,normal,oye gira izquierda,adelante + izquierda,normal
prendida,rapido,por favor mete mas velocidad en corto ahora?,null,rapido
adelante + izquierda,normal,por FavOr muevE a la deRecha ahorA,adelante,normal
prendida,detenida,regresate rapido.,atras,rapido
prendida,detenida,continua al frente apurate ahorita,adelante,rapido
adelante,lenta,hey baja a normal,adelante,normal
prendida,detenida,apagate...,apagar,detenida
prendida,detenida,llegale al frente despacito,adelante,lenta
prendida,detenida,Silla Vamos Atras,atras,null
prendida,rapido,oye reversa,atras,null
prendida,detenida,hey gira a la izquierda de inmediato,izquierda,null
atras,detenida,por favor con mas velocidad ya,atras,rapido
prendida,detenida,por faVOr desConEctatE eN corto ahorIta...,apagar,detenida
prendida,detenida,para enfrente acelera mas ahora,adelante,rapido
prendida,detenida,silla ve hacia atras normal,atras,normal
prendida,detenida,silla voltea pa' la derecha,derecha,normal
prendida,detenida,dobla a la izquierda de inmediato,izquierda,null
adelante + izquierda,rapido,gira A la DereChA Por favOr,adelante,rapido
prendida,normal,oye atras,atras,null
adelante,rapido,silla a la izquierda,adelante + izquierda,rapido
adelante,rapido,por favor subele la velocidad de una,adelante,rapido
atras,rapido,SILLA VE DESPACIO AHORITA,atras,lenta
apagado,detenida,prendete de una.,prender,detenida
adelante,normal,voltea a la izquierda de inmediato,adelante + izquierda,normal
prendida,rapido,incrementa la velocidad ahorita,null,rapido
prendida,detenida,hey arrancate de frente normal ahorita,adelante,normal
atras,detenida,Con Mas Velocidad En Este Momento De Inmediato,atras,rapido
prendida,detenida,echale para adelante apurate,adelante,rapido
adelante,rapido,IZQUIERDA POR FAVOR,adelante + izquierda,rapido
prendida,detenida,desactivate de una ahora!!,apagar,detenida
prendida,normal,aumenta la velocidad en corto de inmediato,null,rapido
prendida,detenida,hacia la izquierda normal,izquierda,normal
adelante,lenta,Por Favor Izquierda Ahorita!,adelante + izquierda,lenta
prendida,detenida,silla ve hacia atrAS acelera,atras,rapido
adelante + derecha,rapido,izquierda de inmediato!!,adelante,rapido
prendida,detenida,echale paRa enfrenTe,adelante,null
izquierda,detenida,por Favor sUaVEcito,izquierda,lenta
prendida,normal,oye con mas velocidad de inmediato,null,rapido
derecha,normal,Silla Disminuye La Velocidad,derecha,normal
prendida,detenida,oye mueve a la izquierda ya,izquierda,null
adelante,normal,mueve a la izquierda ahorita,adelante + izquierda,normal
adelante,lenta,silla izquierda,adelante + izquierda,lenta
adelante + izquierda,lenta,avAnza un pOcO,adelante,lenta
prendida,rapido,Continua Hacia Adelante,adelante,null
prendida,normal,silla mas lento en friega,null,lenta
prendida,detenida,retrocede mas rapido,atras,rapido
prendida,detenida,silla con mas velocidad en este momento,null,rapido
prendida,detenida,regresate mas rapido ahora,atras,rapido
apagado,detenida,activate en este momento,prender,detenida
izquierda,detenida,silla mas lento en friega,izquierda,lenta
adelante + derecha,rapido,por favor mueve a la izquierda ya,adelante,rapido
apagado,detenida,enciendete,prender,detenida
atras,normal,bAJAlE la veloCidAd AHorita POr favor,atras,lenta
adelante,normal,a velocidad normal ahorita de inmediato,adelante,normal
apagado,detenida,enciende en este momento,prender,detenida
derecha,detenida,hey con mas velocidad en corto.,derecha,rapido
prendida,lenta,normal?,null,normal
derecha,rapido,Manten Velocidad Normal Ahora Ya,derecha,normal
prendida,detenida,avanza un poco?,adelante,null
adelante,rapido,Hey Dobla A La Izquierda De Inmediato,adelante + izquierda,rapido
prendida,normal,rEcula,atras,null
prendida,rapido,por favor acelera mas,null,rapido
prendida,detenida,mueve a la izquierda ahorita,izquierda,null
prendida,detenida,ve hacia adelante ya,adelante,null
prendida,detenida,Para Adelante Apurate,adelante,rapido
adelante + derecha,lenta,avanza??,adelante,lenta
adelante + izquierda,normal,hey mueve a la derecha por favor,adelante,normal
prendida,rapido,REDUCE VELOCIDAD AHORITA,null,lenta
prendida,detenida,ruedA dErecho deSpacio,adelante,lenta
apagado,detenida,hey prende ahora,prender,detenida
atras,normal,con mas velocidad de inmediato,atras,rapido
atras,rapido,oye baja la velocidad,atras,lenta
prendida,rapido,Da Reversa De Inmediato,atras,null
adelante,detenida,manten velocidad normal ya,adelante,normal
prendida,detenida,VE PARA LA IZQUIERDA METE VELOCIDAD,izquierda,rapido
prendida,detenida,silla avanza mas despacio ahora,adelante,lenta
adelante + derecha,lenta,hey vamos adelante,adelante,lenta
prendida,detenida,oye continua hacia adelante apurate de inmediato,adelante,rapido
prendida,lenta,no tan rapido en friega ahorita,null,lenta
prendida,detenida,gira izquieRDa ahorita...,izquierda,null
adelante + derecha,normal,silla adelante ahora,adelante,normal
atras,rapido,A VELOCIDAD NORMAL...,atras,normal
prendida,detenida,cierra ahora ya,apagar,detenida
prendida,detenida,hey muevete de reversa suavecito,atras,lenta
adelante,detenida,con cuidado de inmediato,adelante,lenta
adelante,normal,por favor reduce la velocidad ya ya,adelante,lenta
prendida,detenida,AVANZA UN POCO YA,adelante,null
prendida,detenida,por favor da reversa lento ya,atras,lenta
adelante + derecha,rapido,Dobla A lA izquIeRda!,adelante,rapido
adelante,lenta,dobla a la izquierda de inmediato,adelante + izquierda,lenta
prendida,detenida,sigue derecho apurate,adelante,rapido
prendida,detenida,retrocede mete velocidad,atras,rapido
prendida,detenida,silla arrancate hacia atras con cuidado de inmediato,atras,lenta
prendida,detenida,dale pa' atras suavecito,atras,lenta
atras,normal,METE MAS VELOCIDAD DE UNA DE INMEDIATO...,atras,rapido
prendida,detenida,POR FAVOR HAZTE PARA ATRAS AHORITA.,atras,null
prendida,detenida,RAPIDO,null,rapido
apagado,detenida,hey activate en este momento!!,prender,detenida
adelante,lenta,oye a la izquierda de inmediato!,adelante + izquierda,lenta
prendida,detenida,rueda al frente...,adelante,normal
adelante + derecha,normal,a lA iZquierdA!!,adelante,normal
atras,rapido,no tan rapido ya ya.,atras,lenta
derecha,normal,por favor subele la velocidad en este momento,derecha,rapido
prendida,detenida,echale derecho a velocidad normal ahorita,adelante,normal
prendida,detenida,voltea a la izquierda acelera mas.,izquierda,rapido
prendida,normal,ve hacia adelante.,adelante,null
prendida,rapido,reDuce la Velocidad eN corto,null,lenta
prendida,detenida,por favor vamos adelante,adelante,null
prendida,detenida,da marcha atras lento,atras,lenta
prendida,detenida,a la derecha ponlo normal de inmediato,derecha,normal
prendida,detenida,para atras rapido,atras,rapido
prendida,detenida,muevete hacia la izquierda rapido,izquierda,rapido
prendida,detenida,oye atras ahora,atras,null
prendida,detenida,silla atras,atras,null
izquierda,rapido,ve despacio en corto de inmediato,izquierda,lenta
prendida,detenida,ve hacia atras por favor,atras,null
prendida,detenida,silla dobla para la izquierda a velocidad normal,izquierda,normal
atras,rapido,hey lento,atras,lenta
atras,detenida,disminuye la velocidad,atras,normal
prendida,lenta,SillA a veLocidad normal En estE MomenTo por favor,null,normal
prendida,detenida,silla apagate ahora de inmediato,apagar,detenida
prendida,detenida,llegale para atras por favor,atras,normal
prendida,detenida,oye da vuelta pa' la izquierda con cuidado?,izquierda,lenta
prendida,detenida,Por Favor Para Enfrente Con Mas Velocidad,adelante,rapido
atras,normal,no tan rapido en este momento ahorita,atras,lenta
prendida,detenida,por favor llegale para enfrente,adelante,normal
adelante,rapido,silla derecha ahorita,adelante + derecha,rapido
prendida,detenida,MUEVETE ATRAS,atras,null
adelante + derecha,normal,por favor gira a la izquierda...,adelante,normal
adelante + izquierda,rapido,SILLA DOBLA A LA DERECHA,adelante,rapido
adelante + izquierda,rapido,Por Favor A La Derecha De Inmediato,adelante,rapido
adelante,lenta,silla izquierda de inmediato,adelante + izquierda,lenta
prendida,detenida,subele la velocidad ahora?,null,rapido
prendida,detenida,hiberna...,apagar,detenida
prendida,detenida,silla hazte para atras,atras,null
prendida,lenta,hey avanza...,adelante,null
apagado,detenida,prende ahora,prender,detenida
prendida,lenta,oye mas rapido de una ahora,null,rapido
prendida,lenta,Modo Normal Ahora,null,normal
atras,rapido,silla manten velocidad normal ahora,atras,normal
atras,lenta,mAs RapIdO ya...,atras,rapido
adelante + izquierda,rapido,Silla Derecha Ahorita!!,adelante,rapido
adelante + izquierda,rapido,OYE VE HACIA ADELANTE DE INMEDIATO,adelante,rapido
prendida,normal,hey modo normal ya ahora,null,normal
prendida,detenida,por favor ve hacia atras ahorita,atras,null
adelante + derecha,rapido,Silla Dale Adelante Ahorita,adelante,rapido
prendida,detenida,sigue adelante de inmediato,adelante,null
prendida,normal,por favor muevete adelante ya,adelante,null
prendida,detenida,OYE CIERRA EN FRIEGA DE INMEDIATO?,apagar,detenida
izquierda,detenida,con mas velocidad en este momento por favor,izquierda,rapido
